SEASON,TEAM,BLOCK,PREMATURE,N_SHOTS,MEAN_SHOT_VALUE,MEAN_SECOND,PPP,N_POSS,NEXT_BLOCK,NEXT_PPP,NEXT_N_POSS
2017,LAC,0,0.1490479317137229,1523,1.2062051761309667,12.211424819435326,1.11796832332059,1831,1,1.1212287438288535,1823
2017,LAC,1,0.13398692810457516,1530,1.2324353886610464,12.669934640522875,1.1212287438288535,1823,2,1.1338956246705325,1897
2017,LAC,2,0.13814955640050697,1578,1.2451859009147872,13.107097591888467,1.1338956246705325,1897,3,1.162059620596206,1845
2017,LAL,0,0.06512210394489668,1597,1.1932499100350484,13.464621164683782,1.045288912024987,1921,1,1.0932069510268563,1899
2017,LAL,1,0.08277541083384053,1643,1.1902633095410258,13.688374923919659,1.0932069510268563,1899,2,1.1346873329770177,1871
2017,LAL,2,0.06066176470588235,1632,1.2022387598101418,13.001225490196079,1.1346873329770177,1871,3,1.131720430107527,1860
2017,MEM,0,0.07702984038861901,1441,1.2353912140975796,12.113115891741845,1.058553386911596,1742,1,1.1037514654161782,1706
2017,MEM,1,0.12679917751884853,1459,1.1867852707452848,11.579163810829336,1.1037514654161782,1706,2,1.053781512605042,1785
2017,MEM,2,0.12694125590817015,1481,1.192491762764696,11.912221471978393,1.053781512605042,1785,3,1.0831928049465993,1779
2017,MIA,0,0.17287234042553193,1504,1.168154787327634,12.034574468085106,1.0458356623812186,1789,1,1.1260945709281962,1713
2017,MIA,1,0.14573539288112827,1489,1.1902867196049074,11.437206178643384,1.1260945709281962,1713,2,1.0989259468626342,1769
2017,MIA,2,0.1237721021611002,1527,1.2073127238448305,11.91486574983628,1.0989259468626342,1769,3,1.1347093970668116,1841
2017,MIL,0,0.12850307587149692,1463,1.1908052302865344,12.580314422419686,1.1097631426920855,1731,1,1.1626062322946176,1765
2017,MIL,1,0.11955770559778853,1447,1.2266336036791576,12.525915687629578,1.1626062322946176,1765,2,1.1073636874648678,1779
2017,MIL,2,0.1342372881355932,1475,1.193683186627374,12.333559322033897,1.1073636874648678,1779,3,1.1714601769911503,1808
2017,MIN,0,0.15270618556701032,1552,1.1634292328473617,12.174613402061855,1.1169045005488474,1822,1,1.1595197255574614,1749
2017,MIN,1,0.07687210072895957,1509,1.1831777742229022,11.390987408880052,1.1595197255574614,1749,2,1.2130044843049328,1784
2017,MIN,2,0.11445012787723785,1564,1.152210675139854,11.732736572890026,1.2130044843049328,1784,3,1.1528627015008337,1799
2017,NOP,0,0.13276089828269486,1514,1.1796945869743625,13.002642007926024,1.1020299145299146,1872,1,1.1567567567567567,1850
2017,NOP,1,0.0987012987012987,1540,1.1980559830090547,12.824025974025973,1.1567567567567567,1850,2,1.0905834186284544,1954
2017,NOP,2,0.10201660735468565,1686,1.197727122285402,13.347568208778172,1.0905834186284544,1954,3,1.1395101171459,1878
2017,NYK,0,0.15281329923273657,1564,1.1351815288511822,12.343989769820972,1.0962389380530972,1808,1,1.0788149804359977,1789
2017,NYK,1,0.16474358974358974,1560,1.1211054216572613,12.112820512820512,1.0788149804359977,1789,2,1.103225806451613,1860
2017,NYK,2,0.11346633416458853,1604,1.1624663229331966,12.173316708229427,1.103225806451613,1860,3,1.0896739130434783,1840
2017,OKC,0,0.12627551020408162,1568,1.2179084014904589,12.894132653061224,1.0864197530864197,1782,1,1.1659012629161882,1742
2017,OKC,1,0.14615384615384616,1560,1.2334964657692986,12.616666666666667,1.1659012629161882,1742,2,1.1634349030470914,1805
2017,OKC,2,0.1485148514851485,1616,1.2216841050437501,13.327351485148515,1.1634349030470914,1805,3,1.1310494834148994,1839
2017,ORL,0,0.14348925410872312,1582,1.1477546203939903,12.960809102402022,1.1001606855918586,1867,1,1.078804347826087,1840
2017,ORL,1,0.14294631710362046,1602,1.1431041138073477,12.675405742821473,1.078804347826087,1840,2,1.1404494382022472,1780
2017,ORL,2,0.11822985468956407,1514,1.1888319885314984,12.127476882430647,1.1404494382022472,1780,3,1.0427927927927927,1776
2017,PHI,0,0.0959409594095941,1626,1.1551100892253037,13.347478474784747,1.0886929460580912,1928,1,1.1053475935828878,1870
2017,PHI,1,0.07652733118971061,1555,1.182358814769962,13.103536977491961,1.1053475935828878,1870,2,1.1274787535410764,1765
2017,PHI,2,0.06283422459893048,1496,1.1947839475333784,12.66042780748663,1.1274787535410764,1765,3,1.1819637139807897,1874
2017,PHX,0,0.049170251997541485,1627,1.2207640609755603,13.156115550092194,1.042455242966752,1955,1,1.113091922005571,1795
2017,PHX,1,0.05792276964047936,1502,1.2027515523885395,12.467376830892144,1.113091922005571,1795,2,1.0516199890170237,1821
2017,PHX,2,0.05035054174633524,1569,1.2562477643256489,12.750796685787126,1.0516199890170237,1821,3,1.0372935535428875,1877
2017,POR,0,0.14313725490196078,1530,1.1730798323359124,11.945098039215686,1.087719298245614,1824,1,1.1108002238388361,1787
2017,POR,1,0.15259537210756724,1599,1.1700269902795752,12.060037523452158,1.1108002238388361,1787,2,1.1574539363484087,1791
2017,POR,2,0.11834690043832186,1597,1.1864659848886687,12.147777082028805,1.1574539363484087,1791,3,1.1587837837837838,1776
2017,SAC,0,0.20611183355006502,1538,1.1055593602038045,11.886866059817946,1.009137635636779,1751,1,1.0855188141391106,1754
2017,SAC,1,0.1588235294117647,1530,1.1252012687426136,11.515032679738562,1.0855188141391106,1754,2,1.0865921787709498,1790
2017,SAC,2,0.15501905972045743,1574,1.160646684109658,12.330368487928844,1.0865921787709498,1790,3,1.072072072072072,1776
2017,SAS,0,0.23056825604180275,1531,1.1576580939698258,11.672762900065317,1.0891647855530473,1772,1,1.086731763354394,1741
2017,SAS,1,0.19746497665110074,1499,1.1658373735337928,11.550366911274184,1.086731763354394,1741,2,1.1132394366197182,1775
2017,SAS,2,0.18489583333333334,1536,1.1779211983210591,12.005208333333334,1.1132394366197182,1775,3,1.1240266963292547,1798
2017,TOR,0,0.08773087071240106,1516,1.223433754733224,12.567282321899736,1.162280701754386,1824,1,1.1636069114470842,1852
2017,TOR,1,0.10365853658536585,1640,1.2042557185149998,12.959756097560975,1.1636069114470842,1852,2,1.171303873431533,1833
2017,TOR,2,0.0830188679245283,1590,1.217102894852415,12.622012578616353,1.171303873431533,1833,3,1.1819708846584547,1786
